# Source: http://celex.mpi.nl/ with unknown license

#-----------------------------------------------------------------------
# test that we can override the stemming algorithm with our own mappings
# these must be tab-separated
# monkeys	monkey
# otters	otter
# some crazy ones that a stemmer would never do
# dogs	cat
a-al-tolletjes	a-al-tol
aangetekende	aangetekend
aangetikt	aantik
aangetikte	aantik
aangetimmerd	aantimmer
aangetimmerde	aantimmer
aangetogen	aangetogen
aangetoond	aantoon
aangetoonde	aantoon
aangetrapt	aantrap
aangetrapte	aantrap
aangetreden	aantreed
aangetrippeld	aantrippel
aangetrippelde	aantrippel
aangetroffen	aantref
aangetrokken	aantrek
aangetuurd	aantuur
aangetuurde	aantuur
aangevallen	aanval
aangevangen	aanvang
aangevaren	aanvaar
aangevat	aanvat
aangevatte	aanvat
aangeveegd	aanveeg
aangeveegde	aanveeg
aangeven	aangeev
aangevend	aangeev
aangevende	aangeev
aangevet	aanvet
aangevette	aanvet
aangevezen	aanvijz
aangevijld	aanvijl
aangevijlde	aanvijl
aangeving	aangeving
aangevingen	aangeving
aangevlamd	aanvlam
aangevlamde	aanvlam
aangevlochten	aanvlecht
aangevloeid	aanvloei
aangevloeide	aanvloei
aangevlogen	aanvlieg
aangevlot	aanvlot
aangevlotte	aanvlot
aangevochten	aanvecht
aangevoegd	aanvoeg
aangevoegde	aanvoeg
aangevoeld	aanvoel
aangevoelde	aanvoel
aangevoerd	aanvoer
aangevoerde	aanvoer
aangevraagd	aanvraag
aangevraagde	aanvraag
aangevreten	aanvreet
aangevuld	aanvul
aangevulde	aanvul
aangevuurd	aanvuur
aangevuurde	aanvuur
aangewaaid	aanwaai
aangewaaide	aanwaai
aangewaggeld	aanwaggel
aangewaggelde	aanwaggel
aangewakkerd	aanwakker
aangewakkerde	aanwakker
aangewandeld	aanwandel
aangewandelde	aanwandel
aangewassen	aanwas
aangewend	aanwen
aangewende	aanwen
aangewenteld	aanwentel
aangewentelde	aanwentel
aangewet	aanwet
aangewette	aanwet
aangeweven	aanweev
aangewezen	aangewezen
aangewipt	aanwip
aangewipte	aanwip
aangewoekerd	aanwoeker
aangewoekerde	aanwoeker
aangewonnen	aanwin
aangeworpen	aanwerp
aangeworven	aanwerv
aangewreven	aanwrijv
aangezaaid	aanzaai
aangezaaide	aanzaai
aangezakt	aanzak
aangezakte	aanzak
aangezand	aanzand
aangezande	aanzand
aangezegd	aanzeg
aangezegde	aanzeg
aangezeild	aanzeil
aangezeilde	aanzeil
aangezet	aanzet
aangezeten	aanzit
aangezette	aanzet
aangezeuld	aanzeul
aangezeulde	aanzeul
aangezichtsligging	aangezichtsligging
aangezocht	aanzoek
aangezochte	aanzoek
aangezoet	aanzoet
aangezoete	aanzoet
aangezogen	aanzuig
aangezuiverd	aanzuiver
aangezuiverde	aanzuiver
aangezwaaid	aanzwaai
aangezwaaide	aanzwaai
aangezweefd	aanzweev
aangezweefde	aanzweev
aangezweept	aanzweep
aangezweepte	aanzweep
aangezwengeld	aanzwengel
aangezwengelde	aanzwengel
aangezwoegd	aanzwoeg
aangezwoegde	aanzwoeg
aangezwollen	aanzwel
aangezwommen	aanzwem
aangierde	aangier
aangierden	aangier
aangiert	aangier
aangifte	aangifte
aangiftebereidheid	aangiftebereidheid
aangiften	aangifte
aanging	aanga
aangingen	aanga
aanglimmen	aanglim
aanglimmend	aanglim
aanglimmende	aanglim
aanglimt	aanglim
aangloeide	aangloei
aangloeiden	aangloei
aangloeit	aangloei
aanglom	aanglim
aanglommen	aanglim
aangluren	aangluur
aanglurend	aangluur
aanglurende	aangluur
aangluur	aangluur
aangluurde	aangluur
aangluurden	aangluur
aangluurt	aangluur
aangolf	aangolv
aangolfde	aangolv
aangolfden	aangolv
aangolft	aangolv
aangoot	aangiet
aangordt	aangord
aangoten	aangiet
aangraaf	aangraav
aangraaft	aangraav
aangrauwde	aangrauw
aangrauwden	aangrauw
aangrauwt	aangrauw
aangraven	aangraav
aangravend	aangraav
aangravende	aangraav
aangraving	aangraving
aangravingen	aangraving
aangreep	aangrijp
aangrenzend	aangrenzend
aangrenzende	aangrenzend
aangrepen	aangrijp
aangrijns	aangrijnz
aangrijnsde	aangrijnz
aangrijnsden	aangrijnz
aangrijnst	aangrijnz
aangrijpend	aangrijpend
aangrijpender	aangrijpend
aangrijpendere	aangrijpend
aangrijpendst	aangrijpend
aangrijpendste	aangrijpend
aangrijping	aangrijping
aangrijpt	aangrijp
aangrimde	aangrim
aangrimden	aangrim
aangrimmen	aangrim
aangrimmend	aangrim
aangrimmende	aangrim
aangrimt	aangrim
aangrinnikt	aangrinnik
aangrinnikte	aangrinnik
aangrinnikten	aangrinnik
aangroef	aangraav
aangroeide	aangroei
aangroeiden	aangroei
aangroeiing	aangroeiing
aangroeiingen	aangroeiing
aangroeit	aangroei
aangroeven	aangraav
aangromde	aangrom
aangromden	aangrom
aangrommen	aangrom
aangrommend	aangrom
aangrommende	aangrom
aangromt	aangrom
aanhaak	aanhaak
aanhaakt	aanhaak
aanhaakte	aanhaak
aanhaakten	aanhaak
aanhaal	aanhaal
aanhaalde	aanhaal
aanhaalden	aanhaal
aanhaalt	aanhaal
aanhad	aanheb
aanhadden	aanheb
aanhaken	aanhaak
aanhakend	aanhaak
aanhakende	aanhaak
aanhalen	aanhaal
aanhalend	aanhaal
aanhalende	aanhaal
aanhalerig	aanhalerig
aanhalerige	aanhalerig
aanhaleriger	aanhalerig
aanhalerigere	aanhalerig
aanhalerigheid	aanhalerigheid
aanhalerigst	aanhalerig
aanhalerigste	aanhalerig
aanhalig	aanhalig
aanhalige	aanhalig
aanhaliger	aanhalig
aanhaligere	aanhalig
aanhaligheid	aanhaligheid
aanhaligst	aanhalig
aanhaligste	aanhalig
aanhaling	aanhaling
aanhalingen	aanhaling
aanhalingsteken	aanhalingsteken
aanhangeling	aanhangeling
aanhangelinge	aanhangelinge
aanhangelingen	aanhangeling
aanhangig	aanhangig
aanhangige	aanhangig
aanhangt	aanhang
aanhangwagen	aanhangwagen
aanhankelijk	aanhankelijk
aanhankelijke	aanhankelijk
aanhankelijker	aanhankelijk
aanhankelijkere	aanhankelijk
aanhankelijkheid	aanhankelijkheid
aanhankelijkst	aanhankelijk
aanhankelijkste	aanhankelijk
aanharding	aanharding
aanhardingen	aanharding
aanhardt	aanhard
aanharkt	aanhark
aanharkte	aanhark
aanharkten	aanhark
aanhebben	aanheb
aanhebbend	aanheb
aanhebbende	aanheb
aanhebt	aanheb
aanhechting	aanhechting
aanhechtingen	aanhechting
aanheeft	aanheb
aanheffen	aanhef
aanheffend	aanhef
aanheffende	aanhef
aanheffing	aanheffing
aanheffingen	aanheffing
aanheft	aanhef
aanhief	aanhef
aanhield	aanhoud
aanhielden	aanhoud
aanhieven	aanhef
aanhikt	aanhik
aanhikte	aanhik
aanhikten	aanhik
aanhing	aanhang
aanhingen	aanhang
aanhinkt	aanhink
aanhinkte	aanhink
aanhinkten	aanhink
aanhits	aanhits
aanhitsing	aanhitsing
aanhitsingen	aanhitsing
aanhitst	aanhits
aanhitste	aanhits
aanhitsten	aanhits
aanholde	aanhol
aanholden	aanhol
aanhollen	aanhol
aanhollend	aanhol
aanhollende	aanhol
aanholt	aanhol
aanhoop	aanhoop
aanhoopt	aanhoop
aanhoopte	aanhoop
aanhoopten	aanhoop
aanhoor	aanhoor
aanhoorde	aanhoor
aanhoorden	aanhoor
aanhoort	aanhoor
aanhopen	aanhoop
aanhopend	aanhoop
aanhopende	aanhoop
aanhoping	aanhoping
aanhopingen	aanhoping
aanhoren	aanhoor
aanhorend	aanhoor
aanhorende	aanhoor
aanhorig	aanhorig
aanhorige	aanhorig
aanhorigheden	aanhorigheid
aanhorigheid	aanhorigheid
aanhoudender	aanhoudend
aanhoudendere	aanhoudend
aanhoudendheid	aanhoudendheid
aanhoudendst	aanhoudend
aanhoudendste	aanhoudend
aanhouding	aanhouding
aanhoudingen	aanhouding
aanhoudingspremies	aanhoudingspremie
aanhoudt	aanhoud
aanhuppelde	aanhuppel
aanhuppelden	aanhuppel
aanhuppelt	aanhuppel
aanhuwing	aanhuwing
aanjaag	aanjaag
aanjaagde	aanjaag
aanjaagden	aanjaag
aanjaagt	aanjaag
aanjagen	aanjaag
aanjagend	aanjaag
aanjagende	aanjaag
aanjoeg	aanjaag
aanjoegen	aanjaag
aankalkt	aankalk
aankalkte	aankalk
aankalkten	aankalk
aankappen	aankap
aankappend	aankap
aankappende	aankap
aankapt	aankap
aankapte	aankap
aankapten	aankap
aankeek	aankijk
aankeffen	aankef
aankeffend	aankef
aankeffende	aankef
aankeft	aankef
aankefte	aankef
aankeften	aankef
aankeken	aankijk
aankerf	aankerv
aankerfde	aankerv
aankerfden	aankerv
aankerft	aankerv
aankijkt	aankijk
aanklaag	aanklaag
aanklaagde	aanklaag
aanklaagden	aanklaag
aanklaagt	aanklaag
aanklagen	aanklaag
aanklagend	aanklaag
aanklagende	aanklaag
aanklamping	aanklamping
aanklampt	aanklamp
aanklampte	aanklamp
aanklampten	aanklamp
aankleden	aankleed
aankledend	aankleed
aankledende	aankleed
aankleding	aankleding
aankledingen	aankleding
aankleed	aankleed
aankleedde	aankleed
aankleedden	aankleed
aankleedt	aankleed
aankleef	aankleev
aankleefde	aankleev
aankleefden	aankleev
aankleeft	aankleev
aanklemde	aanklem
aanklemden	aanklem
aanklemmen	aanklem
aanklemmend	aanklem
aanklemmende	aanklem
aanklemt	aanklem
aankleve	aankleve
aankleven	aankleev
aanklevend	aankleev
aanklevende	aankleev
aankleving	aankleving
aanklinkt	aanklink
aanklonk	aanklink
aanklonken	aanklink
aankloppen	aanklop
aankloppend	aanklop
aankloppende	aanklop
aanklopt	aanklop
aanklopte	aanklop
aanklopten	aanklop
aanklossen	aanklos
aanklossend	aanklos
aanklossende	aanklos
aanklost	aanklos
aankloste	aanklos
aanklosten	aanklos
aanklots	aanklots
aanklotst	aanklots
aanklotste	aanklots
aanklotsten	aanklots
aanknippen	aanknip
aanknippend	aanknip
aanknippende	aanknip
aanknipt	aanknip
aanknipte	aanknip
aanknipten	aanknip
aanknoeide	aanknoei
aanknoeiden	aanknoei
aanknoeit	aanknoei
aanknoop	aanknoop
aanknoopt	aanknoop
aanknoopte	aanknoop
aanknoopten	aanknoop
aanknopen	aanknoop
aanknopend	aanknoop
aanknopende	aanknoop
aanknoping	aanknoping
aanknopingen	aanknoping
aankocht	aankoop
aankochten	aankoop
aankoekt	aankoek
aankoekte	aankoek
aankoekten	aankoek
aankomeling	aankomeling
aankomelinge	aankomelinge
aankomelingen	aankomeling
aankomende	aankomend
aankomsthallen	aankomsthal
aankomt	aankom
aankon	aankan
aankonden	aankan
aankondig	aankondig
aankondigde	aankondig
aankondigden	aankondig
aankondigen	aankondig
aankondigend	aankondig
aankondigende	aankondig
aankondiging	aankondiging
aankondigingen	aankondiging
aankondigt	aankondig
aankooide	aankooi
aankooiden	aankooi
aankooit	aankooi
aankoop	aankoop
aankoopsommen	aankoopsom
aankoopt	aankoop
aankopen	aankoop
aankopend	aankoop
aankopende	aankoop
aankoppelde	aankoppel
aankoppelden	aankoppel
aankoppeling	aankoppeling
aankoppelingen	aankoppeling
aankoppelt	aankoppel
aankorf	aankerv
aankorsting	aankorsting
aankorstingen	aankorsting
aankorven	aankerv
aankramde	aankram
aankramden	aankram
aankrammen	aankram
aankrammend	aankram
aankrammende	aankram
aankramt	aankram
aankreeg	aankrijg
aankregen	aankrijg
aankrijgt	aankrijg
aankruide	aankrui
aankruiden	aankrui
aankruiing	aankruiing
aankruiingen	aankruiing
aankruist	aankruis
aankruiste	aankruis
aankruisten	aankruis
aankruit	aankrui
aankunnen	aankan
aankunnend	aankan
aankunnende	aankan
aankunt	aankan
aankwam	aankom
aankwamen	aankom
aankweek	aankweek
aankweekt	aankweek
aankweekte	aankweek
aankweekten	aankweek
aankweken	aankweek
aankwekend	aankweek
aankwekende	aankweek
aankweking	aankweking
aankwekingen	aankweking
aanlaad	aanlaad
aanlaadde	aanlaad
aanlaadden	aanlaad
aanlaadt	aanlaad
aanlacht	aanlach
aanlachte	aanlach
aanlachten	aanlach
aanladen	aanlaad
aanladend	aanlaad
aanladende	aanlaad
aanlag	aanlig
aanlagen	aanlig
aanlandig	aanlandig
aanlandige	aanlandig
aanlanding	aanlanding
aanlandingen	aanlanding
aanlandt	aanland
aanlangde	aanlang
aanlangden	aanlang
aanlangt	aanlang
aanlappen	aanlap
aanlappend	aanlap
aanlappende	aanlap
aanlapt	aanlap
aanlapte	aanlap
aanlapten	aanlap
aanlassen	aanlas
aanlassend	aanlas
aanlassende	aanlas
aanlassing	aanlassing
aanlassingen	aanlassing
aanlast	aanlas
aanlaste	aanlas
aanlasten	aanlas
aanleer	aanleer
aanleerde	aanleer
aanleerden	aanleer
aanleert	aanleer
aanlegde	aanleg
aanlegden	aanleg
aanleggen	aanleg
aanleggend	aanleg
aanleggende	aanleg
aanlegging	aanlegging
aanleggingen	aanlegging
aanleghaven	aanleghaven
aanlegplaats	aanlegplaats
aanlegt	aanleg
aanleidend	aanleidend
aanleidende	aanleidend
aanleiding	aanleiding
aanleidingen	aanleiding
aanlengde	aanleng
aanlengden	aanleng
aanlengt	aanleng
aanleren	aanleer
aanlerend	aanleer
aanlerende	aanleer
aanleunde	aanleun
aanleunden	aanleun
aanleuning	aanleuning
aanleuningen	aanleuning
aanleunt	aanleun
aanliep	aanloop
aanliepen	aanloop
aanliggen	aanlig
aanliggend	aanlig
aanliggende	aanliggend
aanligt	aanlig
aanlijkt	aanlijk
aanlijkte	aanlijk
aanlijkten	aanlijk
aanlijmde	aanlijm
aanlijmden	aanlijm
aanlijmt	aanlijm
aanlijnde	aanlijn
aanlijnden	aanlijn
aanlijnt	aanlijn
aanloden	aanlood
aanlodend	aanlood
aanlodende	aanlood
aanloef	aanloev
aanloefde	aanloev
aanloefden	aanloev
aanloeft	aanloev
aanloeide	aanloei
aanloeiden	aanloei
aanloeit	aanloei
aanloerde	aanloer
aanloerden	aanloer
aanloert	aanloer
aanlokkelijk	aanlokkelijk
aanlokkelijke	aanlokkelijk
aanlokkelijker	aanlokkelijk
aanlokkelijkere	aanlokkelijk
aanlokkelijkheden	aanlokkelijkheid
aanlokkelijkheid	aanlokkelijkheid
aanlokkelijkst	aanlokkelijk
aanlokkelijkste	aanlokkelijk
aanlokking	aanlokking
aanlokkingen	aanlokking
aanlokt	aanlok
aanlokte	aanlok
aanlokten	aanlok
aanlonkt	aanlonk
aanlonkte	aanlonk
aanlonkten	aanlonk
aanlood	aanlood
aanloodde	aanlood
aanloodden	aanlood
aanloodt	aanlood
aanloop	aanloop
aanloophaven	aanloophaven
aanloopperiode	aanloopperiode
aanloopperioden	aanloopperiode
aanloopperiodes	aanloopperiode
aanloopspreekuren	aanloopspreekuur
aanloopspreekuur	aanloopspreekuur
aanloopt	aanloop
aanlopen	aanloop
aanlopend	aanloop
aanlopende	aanloop
aanmaak	aanmaak
aanmaakblokje	aanmaakblok
aanmaakblokjes	aanmaakblok
aanmaakhoutje	aanmaakhout
aanmaakhoutjes	aanmaakhout
aanmaakt	aanmaak
aanmaakte	aanmaak
aanmaakten	aanmaak
aanmaan	aanmaan
aanmaande	aanmaan
aanmaanden	aanmaan
aanmaant	aanmaan
aanmaken	aanmaak
aanmakend	aanmaak
aanmakende	aanmaak
aanmanen	aanmaan
aanmanend	aanmaan
aanmanende	aanmaan
aanmaning	aanmaning
aanmaningen	aanmaning
aanmarcheer	aanmarcheer
aanmarcheerde	aanmarcheer
aanmarcheerden	aanmarcheer
aanmarcheert	aanmarcheer
aanmarcheren	aanmarcheer
aanmarcherend	aanmarcheer
aanmarcherende	aanmarcheer
aanmat	aanmeet
aanmaten	aanmeet
aanmatig	aanmatig
aanmatigde	aanmatig
aanmatigden	aanmatig
aanmatigen	aanmatig
aanmatigend	aanmatig
aanmatigende	aanmatig
aanmatigender	aanmatigend
aanmatigendere	aanmatigend
aanmatigendst	aanmatigend
aanmatigendste	aanmatigend
aanmatiging	aanmatiging
aanmatigingen	aanmatiging
aanmatigt	aanmatig
aanmeer	aanmeer
aanmeerde	aanmeer
aanmeerden	aanmeer
aanmeert	aanmeer
aanmeet	aanmeet
aanmelding	aanmelding
aanmeldingen	aanmelding
aanmeldt	aanmeld
aanmengde	aanmeng
aanmengden	aanmeng
aanmenging	aanmenging
aanmengingen	aanmenging
aanmengt	aanmeng
aanmeren	aanmeer
aanmerend	aanmeer
aanmerende	aanmeer
aanmerkelijk	aanmerkelijk
aanmerkelijke	aanmerkelijk
aanmerkelijker	aanmerkelijk
aanmerkelijkere	aanmerkelijk
aanmerkelijkst	aanmerkelijk
aanmerkelijkste	aanmerkelijk
aanmerking	aanmerking
aanmerkingen	aanmerking
aanmerkt	aanmerk
aanmerkte	aanmerk
aanmerkten	aanmerk
aanmeten	aanmeet
aanmetend	aanmeet
aanmetende	aanmeet
aanminnig	aanminnig
aanminnige	aanminnig
aanminniger	aanminnig
aanminnigere	aanminnig
aanminnigheden	aanminnigheid
aanminnigheid	aanminnigheid
aanminnigst	aanminnig
aanminnigste	aanminnig
aanmodderde	aanmodder
aanmodderden	aanmodder
aanmoddert	aanmodder
aanmoedig	aanmoedig
aanmoedigde	aanmoedig
aanmoedigden	aanmoedig
aanmoedigen	aanmoedig
aanmoedigend	aanmoedig
aanmoedigende	aanmoedig
aanmoediging	aanmoediging
aanmoedigingen	aanmoediging
aanmoedigingsprijs	aanmoedigingsprijz
aanmoedigt	aanmoedig
aanmonding	aanmonding
aanmondingen	aanmonding
aanmonsterde	aanmonster
aanmonsterden	aanmonster
aanmonstering	aanmonstering
aanmonsteringen	aanmonstering
aanmonstert	aanmonster
aanmunting	aanmunting
aanmuntingen	aanmunting
aannaaide	aannaai
aannaaiden	aannaai
aannaait	aannaai
aannagelde	aannagel
aannagelden	aannagel
aannagelt	aannagel
aannam	aanneem
aanname	aanname
aannamen	aanname
aannames	aanname
aanneem	aanneem
aanneembaar	aanneembaar
aanneembare	aanneembaar
aanneemsommen	aanneemsom
aanneemt	aanneem
aannemelijk	aannemelijk
aannemelijke	aannemelijk
aannemelijker	aannemelijk
aannemelijkere	aannemelijk
aannemelijkheid	aannemelijkheid
aannemelijkst	aannemelijk
aannemelijkste	aannemelijk
aannemeling	aannemeling
aannemelinge	aannemelinge
aannemelingen	aannemeling
aannemen	aanneem
aannemend	aanneem
aannemende	aanneem
aannemersfirma's	aannemersfirma
aanneming	aanneming
aannemingen	aanneming
aannemingssommen	aannemingssom
aanpakt	aanpak
aanpakte	aanpak
aanpakten	aanpak
aanpalend	aanpalend
aanpalende	aanpalend
aanpappen	aanpap
aanpappend	aanpap
aanpappende	aanpap
aanpapt	aanpap
aanpapte	aanpap
aanpapten	aanpap
aanpassen	aanpas
aanpassend	aanpas
aanpassende	aanpas
aanpassing	aanpassing
aanpassingen	aanpassing
aanpassingsmanoeuvre	aanpassingsmanoeuvre
aanpassingsmanoeuvres	aanpassingsmanoeuvre
aanpassingsmechanisme	aanpassingsmechanisme
aanpassingsmechanismen	aanpassingsmechanisme
aanpassingsmoeilijkheden	aanpassingsmoeilijkheid
aanpassingsmogelijkheden	aanpassingsmogelijkheid
aanpassingsmogelijkheid	aanpassingsmogelijkheid
aanpassingsperiode	aanpassingsperiode
aanpassingsprobleem	aanpassingsprobleem
aanpassingsproblemen	aanpassingsprobleem
aanpassingsprocessen	aanpassingsproces
aanpassingsstoornissen	aanpassingsstoornis
aanpassingsvermogen	aanpassingsvermogen
aanpast	aanpas
aanpaste	aanpas
aanpasten	aanpas
aanpees	aanpeez
aanpeesde	aanpeez
aanpeesden	aanpeez
aanpeest	aanpeez
aanpers	aanpers
aanpersing	aanpersing
aanperst	aanpers
aanperste	aanpers
aanpersten	aanpers
aanpezen	aanpeez
aanpezend	aanpeez
aanpezende	aanpeez
aanpikt	aanpik
aanpikte	aanpik
aanpikten	aanpik
aanplakbrief	aanplakbriev
aanplakking	aanplakking
aanplakkingen	aanplakking
aanplakt	aanplak
aanplakte	aanplak
aanplakten	aanplak
aanplanting	aanplanting
aanplantingen	aanplanting
aanplemping	aanplemping
aanplempingen	aanplemping
aanplempt	aanplemp
aanplempte	aanplemp
aanplempten	aanplemp
aanploegde	aanploeg
aanploegden	aanploeg
aanploegt	aanploeg
aanpoot	aanpoot
aanpootte	aanpoot
aanpootten	aanpoot
aanporde	aanpor
aanporden	aanpor
aanporren	aanpor
aanporrend	aanpor
aanporrende	aanpor
aanport	aanpor
aanpoten	aanpoot
aanpotend	aanpoot
aanpotende	aanpoot
aanpoting	aanpoting
aanpotingen	aanpoting
aanpraat	aanpraat
aanpraatte	aanpraat
aanpraatten	aanpraat
aanpraten	aanpraat
aanpratend	aanpraat
aanpratende	aanpraat
aanpreek	aanpreek
aanpreekt	aanpreek
aanpreekte	aanpreek
aanpreekten	aanpreek
aanprees	aanprijz
aanpreken	aanpreek
aanprekend	aanpreek
aanprekende	aanpreek
aanprezen	aanprijz
aanprijs	aanprijz
aanprijst	aanprijz
aanprijzing	aanprijzing
aanprijzingen	aanprijzing
aanprikkelde	aanprikkel
aanprikkelden	aanprikkel
aanprikkeling	aanprikkeling
aanprikkelingen	aanprikkeling
aanprikkelt	aanprikkel
aanprikt	aanprik
aanprikte	aanprik
aanprikten	aanprik
aanpunting	aanpunting
aanpuntingen	aanpunting
aanraad	aanraad
aanraadde	aanraad
aanraadden	aanraad
aanraadt	aanraad
aanraak	aanraak
aanraakt	aanraak
aanraakte	aanraak
aanraakten	aanraak
aanraas	aanraaz
aanraasde	aanraaz
aanraasden	aanraaz
aanraast	aanraaz
aanraden	aanraad
aanradend	aanraad
aanradende	aanraad
aanraken	aanraak
aanrakend	aanraak
aanrakende	aanraak
aanraking	aanraking
aanrakingen	aanraking
aanranding	aanranding
aanrandingen	aanranding
aanrandt	aanrand
aanrazeer	aanrazeer
aanrazeerde	aanrazeer
aanrazeerden	aanrazeer
aanrazeert	aanrazeer
aanrazen	aanraaz
aanrazend	aanraaz
aanrazende	aanraaz
aanrazeren	aanrazeer
aanrazerend	aanrazeer
aanrazerende	aanrazeer
aanrechting	aanrechting
aanrechtkastje	aanrechtkast
aanrechtkastjes	aanrechtkast
aanrechtkeuken	aanrechtkeuken
aanreden	aanrijd
aanreed	aanrijd
aanreeg	aanrijg
aanregen	aanrijg
aanreikt	aanreik
aanreikte	aanreik
aanreikten	aanreik
aanreken	aanreken
aanrekende	aanreken
aanrekenden	aanreken
aanrekent	aanreken
aanren	aanren
aanrende	aanren
aanrenden	aanren
aanrennen	aanren
aanrennend	aanren
aanrennende	aanren
aanrent	aanren
aanried	aanraad
aanrieden	aanraad
aanriep	aanroep
aanriepen	aanroep
aanrijding	aanrijding
aanrijdingen	aanrijding
aanrijdt	aanrijd
aanrijgt	aanrijg
aanrijpt	aanrijp
aanrijpte	aanrijp
aanrijpten	aanrijp
aanrissen	aanris
aanrissend	aanris
aanrissende	aanris
aanrist	aanris
aanriste	aanris
aanristen	aanris
aanroeide	aanroei
aanroeiden	aanroei
aanroeit	aanroei
aanroeping	aanroeping
aanroepingen	aanroeping
aanroept	aanroep
aanroerde	aanroer
aanroerden	aanroer
aanroert	aanroer
aanroken	aanrook
aanrokend	aanrook
aanrokende	aanrook
aanrolde	aanrol
aanrolden	aanrol
aanrollen	aanrol
aanrollend	aanrol
aanrollende	aanrol
aanrolt	aanrol
aanrommelde	aanrommel
aanrommelden	aanrommel
aanrommelt	aanrommel
aanrook	aanrook
aanrookt	aanrook
aanrookte	aanrook
aanrookten	aanrook
aanruist	aanruis
aanruiste	aanruis
aanruisten	aanruis
aanrukt	aanruk
aanrukte	aanruk
aanrukten	aanruk
aanschaffen	aanschaf
aanschaffend	aanschaf
aanschaffende	aanschaf
aanschaffing	aanschaffing
aanschaffingen	aanschaffing
aanschaft	aanschaf
aanschafte	aanschaf
aanschaften	aanschaf
aanschakelde	aanschakel
aanschakelden	aanschakel
aanschakelt	aanschakel
aanscharrelde	aanscharrel
aanscharrelden	aanscharrel
aanscharrelt	aanscharrel
aanschelde	aanschel
aanschelden	aanschel
aanschellen	aanschel
aanschellend	aanschel
aanschellende	aanschel
aanschelt	aanschel
aanscherping	aanscherping
aanscherpt	aanscherp
aanscherpte	aanscherp
aanscherpten	aanscherp
aanschikt	aanschik
aanschikte	aanschik
aanschikten	aanschik
aanschoffelde	aanschoffel
aanschoffelden	aanschoffel
aanschoffelt	aanschoffel
aanschoof	aanschuiv
aanschoot	aanschiet
aanschoppen	aanschop
aanschoppend	aanschop
aanschoppende	aanschop
aanschopt	aanschop
aanschopte	aanschop
aanschopten	aanschop
aanschoten	aanschiet
aanschouwd	aanschouw
aanschouwde	aanschouw
aanschouwden	aanschouw
aanschouwelijk	aanschouwelijk
aanschouwelijke	aanschouwelijk
aanschouwelijker	aanschouwelijk
aanschouwelijkere	aanschouwelijk
aanschouwelijkheid	aanschouwelijkheid
aanschouwelijkst	aanschouwelijk
aanschouwelijkste	aanschouwelijk
aanschouwing	aanschouwing
aanschouwingen	aanschouwing
aanschouwingsonderwijs	aanschouwingsonderwijz
aanschouwingsvermogen	aanschouwingsvermogen
aanschouwt	aanschouw
aanschoven	aanschuiv
aanschrappen	aanschrap
aanschrappend	aanschrap
aanschrappende	aanschrap
aanschrapt	aanschrap
aanschrapte	aanschrap
aanschrapten	aanschrap
aanschreden	aanschrijd
aanschreed	aanschrijd
aanschreef	aanschrijv
aanschreven	aanschrijv
aanschrijdt	aanschrijd
aanschrijf	aanschrijv
aanschrijft	aanschrijv
aanschrijving	aanschrijving
aanschrijvingen	aanschrijving
aanschroef	aanschroev
aanschroefde	aanschroev
aanschroefden	aanschroev
aanschroeft	aanschroev
aanschuif	aanschuiv
aanschuift	aanschuiv
aanschuinde	aanschuin
aanschuinden	aanschuin
aanschuint	aanschuin
aansjokt	aansjok
aansjokte	aansjok
aansjokten	aansjok
aansjorde	aansjor
aansjorden	aansjor
aansjorren	aansjor
aansjorrend	aansjor
aansjorrende	aansjor
aansjorring	aansjorring
aansjorringen	aansjorring
aansjort	aansjor
aansjouwde	aansjouw
aansjouwden	aansjouw
aansjouwt	aansjouw
aanslaan	aansla
aanslaand	aansla
aanslaande	aansla
aanslaat	aansla
aanslaghouding	aanslaghouding
aanslagsteen	aanslagsteen
aanslagstenen	aanslagsteen
aansleep	aanslijp
aansleept	aansleep
aansleepte	aansleep
aansleepten	aansleep
aanslenterde	aanslenter
aanslenterden	aanslenter
aanslentert	aanslenter
